AwardID,AwardTitle,Startdate,Enddate,AwardAmount,Type,Investigators,Institutions
1449717,EAGER: Development of a Novel MRI Compatible Shock Tube and Method for the Study of Blast Induced Traumatic Brain Injury,9/1/14,8/31/16,140000,Standard Grant,Michael Moreno;,Texas A&M Engineering Experiment Station
1449732,I-Corps: A Modern Cost-Effective Device for Sleep Apnea Diagnosis and SIDS Monitor,7/1/14,6/30/15,50000,Standard Grant,Changzhi Li;,Texas Tech University
1449745,"I-Corps: High-sensitivity, optical, universal nanodetection system",7/1/14,12/31/15,50000,Standard Grant,Regina Ragan;,University of California-Irvine
1449747,I-Corps: Commercialization feasibility research of animation-projection ExpressionBots,7/1/14,12/31/15,50000,Standard Grant,Mohammad Mahoor;,University of Denver
1449751,EAGER: Defining a Dynamical Behavioral Model to Support a Just in Time Adaptive Intervention,8/1/14,7/31/15,287544,Standard Grant,Eric Hekler;Daniel Rivera;,Arizona State University
1449752,Development of an Online Toolkit and Workshop to Foster Career-Life Balance in Academia,10/1/14,9/30/16,299985,Standard Grant,Joan Williams;Mary Ann Mason;,"University of California, Hastings College of the Law"
1449758,Role of Physical Processes in the Southern Ocean CO2 Sink,7/1/14,12/31/15,135000,Standard Grant,ChuanLi Jiang;,"NorthWest Research Associates, Incorporated"
1449767,I-Corps: A Community-Driven Precision GPS Service,7/1/14,12/31/14,50000,Standard Grant,Akos Ledeczi;,Vanderbilt University
1449768,"RAPID; GOALI: Sources of 1,4-Dioxane in the Cape Fear River Watershed of North Carolina and Treatment Options for 1,4-Dioxane Control",8/15/14,7/31/15,50000,Standard Grant,Detlef Knappe;Charles Ham;,North Carolina State University
1449772,"I-Corps: Walking Crutch/Cane for Enhanced Assistance, Balance, and Control of Walking Dynamics",7/1/14,6/30/15,50000,Standard Grant,Kyle Reed;,University of South Florida
1449778,"2014 Nanoscale Science and Engineering Grantees Conference. Conference will be held at the Arlington Weston Hotel, Arlington, VA on December 9 -10, 2014.",9/1/14,8/31/15,63642,Standard Grant,Donald Brenner;,North Carolina State University
1449784,EAGER PROPOSAL: IceTrendr: An Automated Visualization and Analysis Tool for Mapping Changes in Glacier Extent from Landsat,8/15/14,1/31/16,179329,Standard Grant,Robert Kennedy;Anne Nolin;,Oregon State University
1449785,NRT-DESE: Computational Materials Education and Training - Bridging Methods and Applications (COMET),4/1/15,3/31/20,2970000,Standard Grant,Kristen Fichthorn;Jorge Sofo;Adri van Duin;Michael Janik;,Pennsylvania State Univ University Park
1449815,NRT-DESE: Flexibility in Language Processes and Technology: Human- and Global-Scale,4/1/15,3/31/20,2969817,Standard Grant,William Idsardi;Colin Phillips;Rochelle Newman;Hal Daume;Robert DeKeyser;,University of Maryland College Park
1449818,Core Support of the Water Science and Technology Board,9/1/14,8/31/15,34000,Standard Grant,Jeffrey Jacobs;,National Academy of Sciences
1449828,NRT-DESE: Graduate Training in Data-Enabled Research into Human Behavior and its Cognitive and Neural Mechanisms,4/1/15,3/31/20,2965341,Standard Grant,Robert Jacobs;Henry Kautz;Gregory DeAngelis;Mohammed Hoque;,University of Rochester
1449852,PECASE: Zeolitic Imidazolate Framework Membranes. Novel Materials for Carbon Dioxide Capture.,1/1/14,1/31/16,198531,Standard Grant,Moises Carreon;,Colorado School of Mines
1449854,I-Corps: Develop chemical markers for rapid and system-level sewer deterioration condition assessment,8/1/14,1/31/16,50000,Standard Grant,Tao Yan;,University of Hawaii
1449860,EAGER: US Ignite: Mobility-Enhanced Public Safety Surveillance System using 3D Cameras and High Speed Broadband Networks,10/1/14,9/30/16,199995,Standard Grant,Eugene Kwatny;Haibin Ling;Jie Wu;Chiu Tan;,Temple University
1449863,RCN: MicroMORPH: Microevolutionary Molecular and Organismic Research in Plant History,5/13/14,4/30/16,279961,Continuing grant,William Friedman;,Harvard University
1449893,The Development Of Extensive Geographic Networks And Social Complexity,2/15/15,1/31/16,122070,Standard Grant,Kenneth Sassaman;,University of Florida
1449946,Cosmogenic surface exposure dating of southern Laurentide ice retreat and eastward Lake Agassiz routing: relationship to the Younger Dryas cold event,2/1/15,1/31/17,234949,Standard Grant,Anders Carlson;,Oregon State University
1449958,"EAGER: Collaborative Research: Towards Understanding Smartphone User Privacy: Implication, Derivation, and Protection",9/15/14,8/31/16,140000,Standard Grant,Jerry Cheng;,"Rutgers, The State University of New Jersey-RBHS-Robert Wood"
1449993,Minority Undergraduate/Graduate Student Technical Presentation-Experience at the 2014 National Organization for the Professional Advancement of Black Chemists & Chemical Engineeers,9/1/14,8/31/15,81500,Standard Grant,Bobby Wilson;,Texas Southern University
1449999,"NRT: Training Next-Generation Scientists with Experimental, Theoretical, and Computational Competencies for Complex Interfaces (INTERFACE)",4/1/15,3/31/20,2824395,Standard Grant,Ras Pandey;Julie Cwikla;Sarah Morgan;Derek Patton;,University of Southern Mississippi
1450006,NRT-DESE: Training in Data-Driven Discovery - From the Earth and the Universe to the Successful Careers of the Future,4/1/15,3/31/20,2966598,Standard Grant,Aggelos Katsaggelos;Diego Klabjan;Vassiliki Kalogera;Suzan van der Lee;Lois Trautvetter;,Northwestern University
1450032,"NRT-DESE: Generating, Analyzing, and Understanding Sensory and Sequencing Information--A Trans-Disciplinary Graduate Training Program in Biosensing and Computational Biology",4/1/15,3/31/20,2966134,Standard Grant,Thomas Chen;Asa Ben-Hur;Carol Wilusz;,Colorado State University
1450053,NRT-DESE: Environment and Society: Data Science for the 21st century (DS421),4/1/15,3/31/20,2946352,Standard Grant,Philip Stark;David Ackerly;N. Maggi Kelly;Maximilian Auffhammer;,University of California-Berkeley
1450062,EAGER: Combining Data and Instruction Level Parallelism through Demand Driven Execution of Imperative Programs,9/1/14,8/31/15,113910,Standard Grant,Soner Onder;,Michigan Technological University
1450069,Reverse Engineering of Bio-Inspired Nanomaterials,9/15/14,2/28/15,4000,Standard Grant,Seung-Wuk Lee;J. Ardie Butch Dillen;,Materials Research Society
1450078,Graduate Research Fellowship Program (GRFP),8/1/14,7/31/19,44000,Fellowship,Bryan Noe;,University of Alabama at Birmingham
1450079,Graduate Research Fellowship Program (GRFP),8/1/14,7/31/19,396000,Fellowship,Dennis Brewer;,University of Arkansas
1450090,EAGER: Scalable Energy Monitoring and Visualization in a Living Building,10/1/14,9/30/16,161260,Standard Grant,Jeannie Albrecht;,Williams College
1450091,"EAGER: Collaborative Research: Towards Understanding Smartphone User Privacy: Implication, Derivation, and Protection",9/15/14,8/31/16,140048,Standard Grant,Yingying Chen;,Stevens Institute of Technology
1450100,"Travel Support for the Solar Information Processing Workshop; La Roche-en-Ardenne, Belgium; August 18-21, 2014",8/1/14,7/31/15,20000,Standard Grant,Farzad Kamalabadi;,University of Illinois at Urbana-Champaign
1450103,I-Corps Sites: University of Washington - Center for Commercialization,3/1/15,2/28/18,99999,Continuing grant,Vikram Jandhyala;Donna Rhoads;,University of Washington
1450104,Doctoral Dissertation Improvement Grant: The Origins Of Social Stratification,1/1/15,12/31/16,29737,Standard Grant,Claire Ebert;Douglas Kennett;,Pennsylvania State Univ University Park
1450107,EAGER/Collaborative Research: Experimental Verification of Piezoelectric Augmentation of Strength and Toughness in Polymer Fiber Bundles,8/1/14,7/31/16,81341,Standard Grant,Mohammad Naraghi;,Texas A&M Engineering Experiment Station
1450110,EAGER/Collaborative Research: Experimental Verification of Piezoelectric Augmentation of Strength and Toughness in Polymer Fiber Bundles,8/1/14,7/31/16,75672,Standard Grant,Majid Minary Jolandan;,University of Texas at Dallas
1450112,"Japan-US Seminar on Two-Phase Flow Dynamics, May 10-16, 2015, West Lafayette, IN",1/1/15,12/31/15,24000,Standard Grant,Martin Lopez de Bertodano;,Purdue University
1450117,I-Corps: Commercialization of A High Throughput Cell Mechanical Stimulator,8/1/14,1/31/16,50000,Standard Grant,Yi Zhao;,Ohio State University
1450139,Work Life Balance Policy for the HBCU Context,9/1/14,8/31/16,300000,Standard Grant,Goldie Byrd;Zakiya Wilson;,North Carolina Agricultural & Technical State University
1450141,Collaborative Research: Accurate cosmology with strong gravitational lens time delays,7/1/14,8/31/16,267188,Standard Grant,Tommaso Treu;,University of California-Los Angeles
1450143,Workshop: Sino-US Collaborative Research on the Rise of Modern Biological Diversity In the Phanerozoic,1/1/15,12/31/15,48176,Standard Grant,Peter Makovicky;Zhe-Xi Luo;,Field Museum of Natural History
1450144,RAPID The American Fire: Evaluating the ecosystem impact of a master variable.,8/1/14,7/31/15,39932,Standard Grant,John Battles;Scott Stephens;,University of California-Berkeley
1450146,AF: Small: Collaborative Research: Efficient Groebner Basis Computation in Boolean Rings for Temporal Logic Reasoning and Model Checking,8/11/14,7/31/15,59119,Standard Grant,Quoc-Nam Tran;,University of South Dakota Main Campus
1450147,IRES: US-Korea Collaborative Software- and Hardware-Design of Humanoids for Real-World tasks in Human-Centered Environments,7/1/14,8/31/16,224986,Standard Grant,Paul Oh;,University of Nevada Las Vegas
1450151,Collaborative: Engaging undergraduates in genomic questions and environmental context: Building a database of complex phenotypes for plant knockout mutants,6/2/14,3/31/16,71014,Continuing grant,Erin Dolan;,University of Texas at Austin
1450153,NRI: Large: Collaborative Research: Human-robot Coordinated Manipulation and Transportation of Large Objects,7/1/14,9/30/18,299998,Standard Grant,Paul Oh;,University of Nevada Las Vegas
1450158,Chemical Engineering Academia-Industry Alignment,9/1/14,5/31/15,49774,Standard Grant,Kristine Chin;Darlene Schuster;,American Institute of Chemical Engineers
1450161,I-Corps: Establishment of an I-Corps Hub at the Cleveland Clinic,9/1/14,8/31/15,300000,Standard Grant,Ofer Reizes;Paul DiCorleto;,Cleveland Clinic Foundation
1450163,Support of US Scientific Participation in the North Pacific Marine Science Organization (PICES),8/1/14,7/31/18,94010,Continuing grant,Enrique Curchitser;,Rutgers University New Brunswick
1450181,Hypsometric History of the North American Continental Interior and Implications for Mantle Dynamics,8/1/15,7/31/18,296833,Standard Grant,Shijie Zhong;Rebecca Flowers;,University of Colorado at Boulder
1450182,I-Corps Site: New Jersey Institute of Technology,3/15/15,2/28/18,100000,Continuing grant,Judith Sheft;Michael Ehrlich;,New Jersey Institute of Technology
1450187,EAGER: Extending cell phone capabilities for sensitive detection in lateral flow assays,9/1/14,8/31/16,299776,Standard Grant,Paul Yager;,University of Washington
1450192,Workshop on Future Research Infrastructure for the Wireless Edge,9/1/14,8/31/15,49994,Standard Grant,Suman Banerjee;,University of Wisconsin-Madison
1450193,EAGER: Computational Propaganda and The Production/Detection of Bots,9/15/14,8/31/16,218825,Standard Grant,Philip Howard;David McDonald;,University of Washington
1450214,RAPID: Understanding Thresholds and regime shifts in marine ecosystems: effects of the 2014-2015 El Nino in the Galapagos rocky subtidal,8/1/14,7/31/15,154999,Standard Grant,Jon Witman;,Brown University
1450216,BRAIN EAGER: Genetically Encoded Light Sources for Non-Invasive Optogenetics,9/1/14,2/28/15,300000,Standard Grant,Nathan Shaner;Ute Hochgeschwender;,Duke University
1450218,I-Corps EAGER: CIMIT/B-BIC Regional Healthcare I-Corps Hub Proposal,9/15/14,8/31/15,300000,Standard Grant,John Parrish;,Massachusetts General Hospital
1450227,Development of a Biology-Based Sperm Storage System,8/15/14,7/31/16,299984,Standard Grant,David Miller;,University of Illinois at Urbana-Champaign
1450230,CAREER: Exploring New Regimes of Physics to Constrain the Properties of Heating in the Solar Corona,5/1/15,4/30/20,134160,Continuing grant,Stephen Bradshaw;,William Marsh Rice University
1450259,I-Corp Sites: University of Rochester - Catalyzing the Commercialization of Groundbreaking Innovations with Regional Entrepreneurial Expertise,1/15/15,12/31/17,99874,Continuing grant,Patrick Emmerling;Duncan Moore;,University of Rochester
1450271,Graduate Research Fellowship Program (GRFP),8/1/14,7/31/19,264000,Fellowship,Harry Richards;,University of New Hampshire
1450293,I-Corps Sites: An Innovation Corps Site Program at The University of Alabama,1/15/15,12/31/17,101849,Continuing grant,Daniel Daly;,University of Alabama Tuscaloosa
1450310,Collaborative Research: SI2-SSI: Data-Intensive Analysis for High Energy Physics (DIANA/HEP),5/1/15,4/30/19,744189,Continuing grant,Kyle Cranmer;,New York University
1450318,EAGER: Coupling remote acoustic recorders and camera traps with crowd sourcing for monitoring (or surveying) vertebrate biodiversity,10/1/14,9/30/16,239102,Standard Grant,William McShea;David Luther;Tavis Forrester;,Smithsonian Institution
1450319,Collaborative Research: SI2-SSI: Data-Intensive Analysis for High Energy Physics (DIANA/HEP),5/1/15,4/30/19,805000,Continuing grant,Michael Sokoloff;,University of Cincinnati Main Campus
1450321,AF EAGER: Minimum Sobolev Norm techniques for systems of elliptic PDEs,9/1/14,8/31/15,50000,Standard Grant,Shivkumar Chandrasekaran;,University of California-Santa Barbara
1450323,Collaborative Research: SI2-SSI: Data-Intensive Analysis for High Energy Physics (DIANA/HEP),5/1/15,4/30/19,806324,Continuing grant,Brian Bockelman;,University of Nebraska-Lincoln
1450331,EAGER: Leucine Aminopeptidase - Regulator of the Stress-Induced Stromal Proteome,8/1/14,7/31/15,126142,Standard Grant,Linda Walling;,University of California-Riverside
1450341,EAGER: Predicting Drought Adaptation in C4 Plants with High Throughout Quantitative Phenotyping,9/1/14,8/31/16,299587,Standard Grant,Ivan Baxter;Brian Dilkes;,Purdue University
1450342,"MRI Development: Heterogeneous, Autonomic Wireless Control Networks for Scalable Cyber-Physical Systems",5/1/14,2/29/16,679902,Standard Grant,Chris Foreman;Walter Leon-Salas;,Purdue University
1450349,EAGER: Feasibility of Using Speech as Biomarker for Concussions,9/1/14,8/31/16,316000,Standard Grant,Patrick Flynn;Christian Poellabauer;,University of Notre Dame
1450350,I-Corps Sites: University of Iowa - Building an Integrated Innovation and Entrepreneurial Ecosystem in America's Heartland,3/1/15,2/28/18,99997,Continuing grant,David Hensley;Richard Hichwa;,University of Iowa
1450358,"Workshop: Reflected Brownian Motions, Stochastic Networks, and their Applications; Minneapolis, Minnesota; June 25-27, 2015",9/1/14,2/29/16,12000,Standard Grant,Jiangang Dai;,Cornell University
1450364,I-Corps Sites: Michigan Tech Innovation Corps (I-Corps) Site Program,3/1/15,2/28/18,98103,Continuing grant,James Baker;Mary Raber;Richard Berkey;John Diebel;,Michigan Technological University
1450370,I-Corps Sites: University of Louisville Innovation Corps Site,3/1/15,2/28/18,99999,Continuing grant,Robert Keynton;Van Clouse;,University of Louisville Research Foundation Inc
1450377,Collaborative Research: SI2-SSI: Data-Intensive Analysis for High Energy Physics (DIANA/HEP),5/1/15,4/30/19,950564,Continuing grant,G.J. Peter Elmer;,Princeton University
1450383,EAGER: Linking Crow Roosting Behavior with Nitrogen Biogeochemistry in Urban Ecosystems,9/1/14,8/31/16,149600,Standard Grant,Anne Clark;Weixing Zhu;,SUNY at Binghamton
1450386,I-Corps Sites: Southeastern Wisconsin - Enhancing Regional Technology Commercialization,4/1/15,3/31/18,99856,Continuing grant,Brian Thompson;Junhong Chen;Ilya Avdeev;,University of Wisconsin-Milwaukee
1450398,I-Corps Sites: BYU I-Corps Site,3/1/15,2/28/18,100000,Continuing grant,Thomas Sederberg;Stephen Liddle;,Brigham Young University
